['-0.01', '+0.94', '-0.44', '-0.05', '+0.01', '+0.06', '+0.00', '+0.00']
['-0.29', '+0.48', '+0.03', '-0.48', '-0.29', '+0.08', '+0.00', '+0.00']
['-0.26', '+0.36', '+0.22', '-0.38', '-0.18', '+0.12', '+0.00', '+0.00']
['-0.19', '+0.26', '+0.36', '-0.30', '-0.03', '+0.15', '+0.00', '+0.00']
['-0.11', '+0.18', '+0.39', '-0.25', '+0.12', '+0.13', '+0.00', '+0.00']
['-0.05', '+0.11', '+0.20', '-0.21', '+0.18', '+0.01', '+0.00', '+0.00']
['-0.03', '+0.06', '+0.02', '-0.16', '+0.16', '-0.05', '+0.00', '+0.00']
['-0.04', '+0.01', '-0.09', '-0.09', '+0.07', '-0.08', '+0.00', '+0.00']
['-0.06', '-0.00', '-0.04', '+0.04', '-0.01', '+0.12', '+1.00', '+1.00']
['-0.06', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.06', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.02', '+0.99', '+0.21', '+0.32', '+0.01', '+0.11', '+0.00', '+0.00']
['+0.06', '+1.00', '+0.22', '-0.22', '+0.11', '+0.09', '+0.00', '+0.00']
['+0.11', '+0.85', '+0.22', '-0.75', '+0.18', '+0.07', '+0.00', '+0.00']
['+0.15', '+0.61', '+0.12', '-0.75', '+0.22', '+0.01', '+0.00', '+0.00']
['+0.15', '+0.44', '-0.02', '-0.49', '+0.19', '-0.06', '+0.00', '+0.00']
['+0.13', '+0.31', '-0.14', '-0.39', '+0.11', '-0.09', '+0.00', '+0.00']
['+0.09', '+0.21', '-0.21', '-0.27', '+0.00', '-0.10', '+0.00', '+0.00']
['+0.05', '+0.14', '-0.20', '-0.22', '-0.08', '-0.07', '+0.00', '+0.00']
['+0.02', '+0.07', '-0.07', '-0.18', '-0.10', '+0.02', '+0.00', '+0.00']
['+0.02', '+0.02', '+0.01', '-0.16', '-0.07', '+0.03', '+0.00', '+0.00']
['+0.02', '-0.00', '+0.03', '+0.05', '+0.01', '-0.16', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.02', '+0.95', '+0.25', '-0.04', '+0.02', '+0.10', '+0.00', '+0.00']
['+0.07', '+0.85', '+0.25', '-0.57', '+0.12', '+0.10', '+0.00', '+0.00']
['+0.12', '+0.63', '+0.16', '-0.72', '+0.19', '+0.04', '+0.00', '+0.00']
['+0.13', '+0.45', '-0.03', '-0.54', '+0.17', '-0.06', '+0.00', '+0.00']
['+0.11', '+0.31', '-0.19', '-0.40', '+0.09', '-0.11', '+0.00', '+0.00']
['+0.06', '+0.20', '-0.23', '-0.30', '-0.03', '-0.11', '+0.00', '+0.00']
['+0.02', '+0.13', '-0.20', '-0.24', '-0.10', '-0.05', '+0.00', '+0.00']
['-0.01', '+0.06', '-0.11', '-0.19', '-0.13', '-0.00', '+0.00', '+0.00']
['-0.02', '+0.02', '+0.03', '-0.11', '-0.11', '+0.05', '+0.00', '+0.00']
['-0.01', '-0.00', '+0.03', '+0.03', '+0.00', '-0.10', '+1.00', '+1.00']
['-0.01', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.05', '+0.86', '+0.48', '-0.65', '+0.01', '+0.17', '+0.00', '+0.00']
['+0.15', '+0.63', '+0.42', '-0.73', '+0.17', '+0.12', '+0.00', '+0.00']
['+0.21', '+0.45', '+0.19', '-0.46', '+0.26', '+0.05', '+0.00', '+0.00']
['+0.22', '+0.33', '-0.09', '-0.35', '+0.23', '-0.08', '+0.00', '+0.00']
['+0.18', '+0.24', '-0.28', '-0.27', '+0.11', '-0.15', '+0.00', '+0.00']
['+0.12', '+0.17', '-0.30', '-0.20', '-0.02', '-0.13', '+0.00', '+0.00']
['+0.06', '+0.10', '-0.32', '-0.22', '-0.13', '-0.09', '+0.00', '+0.00']
['-0.00', '+0.05', '-0.25', '-0.17', '-0.21', '-0.04', '+0.00', '+0.00']
['-0.04', '+0.01', '-0.14', '-0.13', '-0.06', '+0.59', '+1.00', '+0.00']
['-0.05', '-0.00', '-0.01', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.05', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.05', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.07', '+0.91', '-0.43', '-0.34', '-0.07', '-0.19', '+0.00', '+0.00']
['-0.16', '+0.72', '-0.43', '-0.78', '-0.21', '-0.13', '+0.00', '+0.00']
['-0.23', '+0.53', '-0.20', '-0.55', '-0.29', '-0.05', '+0.00', '+0.00']
['-0.24', '+0.39', '+0.04', '-0.39', '-0.26', '+0.08', '+0.00', '+0.00']
['-0.21', '+0.29', '+0.20', '-0.31', '-0.16', '+0.11', '+0.00', '+0.00']
['-0.16', '+0.21', '+0.28', '-0.24', '-0.05', '+0.13', '+0.00', '+0.00']
['-0.11', '+0.14', '+0.23', '-0.23', '+0.06', '+0.06', '+0.00', '+0.00']
['-0.07', '+0.09', '+0.21', '-0.17', '+0.12', '+0.06', '+0.00', '+0.00']
['-0.03', '+0.04', '+0.14', '-0.18', '+0.14', '+0.01', '+0.00', '+0.00']
['-0.02', '-0.00', '+0.05', '-0.11', '-0.02', '-0.42', '+1.00', '+0.00']
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.06', '+0.70', '+0.25', '-0.83', '+0.09', '+0.12', '+0.00', '+0.00']
['+0.10', '+0.49', '+0.14', '-0.56', '+0.16', '+0.05', '+0.00', '+0.00']
['+0.10', '+0.34', '-0.04', '-0.42', '+0.14', '-0.04', '+0.00', '+0.00']
['+0.08', '+0.23', '-0.18', '-0.31', '+0.06', '-0.11', '+0.00', '+0.00']
['+0.04', '+0.15', '-0.15', '-0.27', '-0.04', '-0.06', '+0.00', '+0.00']
['+0.02', '+0.08', '-0.07', '-0.19', '-0.06', '-0.00', '+0.00', '+0.00']
['+0.01', '+0.03', '+0.03', '-0.14', '-0.05', '+0.04', '+0.00', '+0.00']
['+0.02', '-0.00', '+0.02', '+0.02', '+0.02', '-0.06', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.05', '+0.90', '+0.43', '-0.40', '+0.01', '+0.19', '+0.00', '+0.00']
['+0.13', '+0.70', '+0.41', '-0.80', '+0.17', '+0.12', '+0.00', '+0.00']
['+0.20', '+0.50', '+0.20', '-0.55', '+0.26', '+0.03', '+0.00', '+0.00']
['+0.20', '+0.35', '-0.08', '-0.42', '+0.23', '-0.07', '+0.00', '+0.00']
['+0.17', '+0.25', '-0.24', '-0.29', '+0.12', '-0.11', '+0.00', '+0.00']
['+0.11', '+0.17', '-0.29', '-0.26', '-0.01', '-0.12', '+0.00', '+0.00']
['+0.05', '+0.10', '-0.25', '-0.20', '-0.11', '-0.07', '+0.00', '+0.00']
['+0.01', '+0.05', '-0.13', '-0.18', '-0.15', '-0.01', '+0.00', '+0.00']
['+0.00', '+0.00', '-0.03', '-0.11', '-0.05', '+0.43', '+1.00', '+0.00']
['+0.00', '-0.00', '-0.00', '-0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['+0.00', '-0.00', '-0.00', '-0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['+0.00', '-0.00', '+0.00', '+0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['+0.11', '+0.73', '+0.55', '-0.83', '+0.09', '+0.18', '+0.00', '+0.00']
['+0.20', '+0.52', '+0.39', '-0.56', '+0.22', '+0.12', '+0.00', '+0.00']
['+0.25', '+0.38', '+0.12', '-0.41', '+0.28', '+0.00', '+0.00', '+0.00']
['+0.25', '+0.28', '-0.13', '-0.26', '+0.22', '-0.11', '+0.00', '+0.00']
['+0.20', '+0.21', '-0.27', '-0.23', '+0.10', '-0.13', '+0.00', '+0.00']
['+0.14', '+0.15', '-0.30', '-0.18', '-0.03', '-0.11', '+0.00', '+0.00']
['+0.08', '+0.09', '-0.23', '-0.19', '-0.12', '-0.04', '+0.00', '+0.00']
['+0.05', '+0.05', '-0.09', '-0.13', '-0.13', '+0.03', '+0.00', '+0.00']
['+0.05', '+0.01', '+0.04', '-0.11', '-0.08', '+0.07', '+0.00', '+0.00']
['+0.06', '-0.00', '+0.03', '+0.02', '+0.02', '-0.07', '+1.00', '+1.00']
['+0.07', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.07', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '+0.96', '-0.30', '+0.04', '-0.01', '-0.15', '+0.00', '+0.00']
['-0.09', '+0.88', '-0.31', '-0.49', '-0.15', '-0.12', '+0.00', '+0.00']
['-0.15', '+0.67', '-0.24', '-0.75', '-0.24', '-0.06', '+0.00', '+0.00']
['-0.18', '+0.48', '-0.04', '-0.52', '-0.25', '+0.05', '+0.00', '+0.00']
['-0.17', '+0.34', '+0.13', '-0.40', '-0.18', '+0.10', '+0.00', '+0.00']
['-0.12', '+0.24', '+0.27', '-0.31', '-0.05', '+0.14', '+0.00', '+0.00']
['-0.06', '+0.16', '+0.28', '-0.23', '+0.08', '+0.10', '+0.00', '+0.00']
['-0.02', '+0.09', '+0.17', '-0.21', '+0.13', '+0.03', '+0.00', '+0.00']
['+0.00', '+0.03', '+0.06', '-0.16', '+0.13', '-0.01', '+0.00', '+0.00']
['+0.01', '-0.01', '+0.02', '-0.08', '-0.05', '-0.19', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.01', '+0.02', '-0.01', '+0.07', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.10', '+0.81', '+0.65', '-0.78', '+0.03', '+0.19', '+0.00', '+0.00']
['+0.22', '+0.59', '+0.55', '-0.65', '+0.19', '+0.10', '+0.00', '+0.00']
['+0.30', '+0.43', '+0.22', '-0.43', '+0.26', '+0.09', '+0.00', '+0.00']
['+0.32', '+0.32', '+0.01', '-0.30', '+0.27', '-0.04', '+0.00', '+0.00']
['+0.30', '+0.25', '-0.19', '-0.24', '+0.20', '-0.11', '+0.00', '+0.00']
['+0.25', '+0.19', '-0.30', '-0.17', '+0.08', '-0.13', '+0.00', '+0.00']
['+0.18', '+0.14', '-0.33', '-0.15', '-0.05', '-0.11', '+0.00', '+0.00']
['+0.12', '+0.09', '-0.26', '-0.16', '-0.13', '-0.06', '+0.00', '+0.00']
['+0.08', '+0.05', '-0.18', '-0.14', '-0.15', '+0.00', '+0.00', '+0.00']
['+0.05', '+0.02', '-0.09', '-0.10', '-0.14', '+0.02', '+0.00', '+0.00']
['+0.04', '-0.00', '-0.03', '+0.04', '+0.00', '-0.12', '+1.00', '+1.00']
['+0.04', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.04', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.01', '+0.93', '+0.11', '-0.19', '+0.01', '+0.05', '+0.00', '+0.00']
['+0.03', '+0.79', '+0.11', '-0.73', '+0.06', '+0.05', '+0.00', '+0.00']
['+0.05', '+0.55', '+0.10', '-0.70', '+0.10', '+0.02', '+0.00', '+0.00']
['+0.06', '+0.38', '-0.03', '-0.48', '+0.09', '-0.04', '+0.00', '+0.00']
['+0.04', '+0.25', '-0.11', '-0.39', '+0.04', '-0.06', '+0.00', '+0.00']
['+0.02', '+0.16', '-0.11', '-0.28', '-0.01', '-0.04', '+0.00', '+0.00']
['-0.01', '+0.09', '-0.12', '-0.20', '-0.06', '-0.05', '+0.00', '+0.00']
['-0.03', '+0.03', '-0.05', '-0.14', '-0.08', '-0.02', '+0.00', '+0.00']
['-0.03', '-0.00', '-0.02', '-0.03', '+0.02', '-0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.03', '+0.91', '+0.44', '-0.38', '-0.01', '+0.07', '+0.00', '+0.00']
['+0.12', '+0.71', '+0.41', '-0.80', '+0.16', '+0.15', '+0.00', '+0.00']
['+0.18', '+0.50', '+0.17', '-0.57', '+0.24', '+0.02', '+0.00', '+0.00']
['+0.18', '+0.36', '-0.03', '-0.40', '+0.21', '-0.06', '+0.00', '+0.00']
['+0.16', '+0.26', '-0.18', '-0.31', '+0.13', '-0.10', '+0.00', '+0.00']
['+0.12', '+0.18', '-0.26', '-0.25', '+0.01', '-0.14', '+0.00', '+0.00']
['+0.06', '+0.11', '-0.20', '-0.19', '-0.09', '-0.06', '+0.00', '+0.00']
['+0.02', '+0.06', '-0.15', '-0.15', '-0.14', '-0.03', '+0.00', '+0.00']
['+0.00', '+0.01', '-0.04', '-0.15', '-0.13', '+0.02', '+0.00', '+0.00']
['+0.00', '-0.00', '-0.00', '+0.03', '-0.01', '+0.10', '+1.00', '+1.00']
['+0.00', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.00', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.01', '+0.99', '+0.12', '+0.23', '+0.01', '+0.04', '+0.00', '+0.00']
['+0.04', '+0.97', '+0.12', '-0.30', '+0.05', '+0.04', '+0.00', '+0.00']
['+0.06', '+0.80', '+0.12', '-0.84', '+0.10', '+0.04', '+0.00', '+0.00']
['+0.07', '+0.56', '+0.04', '-0.67', '+0.11', '+0.01', '+0.00', '+0.00']
['+0.07', '+0.39', '-0.08', '-0.54', '+0.08', '-0.06', '+0.00', '+0.00']
['+0.05', '+0.25', '-0.13', '-0.35', '+0.02', '-0.06', '+0.00', '+0.00']
['+0.02', '+0.16', '-0.16', '-0.26', '-0.05', '-0.07', '+0.00', '+0.00']
['-0.01', '+0.09', '-0.10', '-0.22', '-0.09', '-0.02', '+0.00', '+0.00']
['-0.02', '+0.04', '-0.05', '-0.16', '-0.10', '+0.00', '+0.00', '+0.00']
['-0.03', '-0.00', '-0.03', '-0.12', '+0.01', '+0.43', '+1.00', '+0.00']
['-0.03', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.04', '+0.95', '+0.71', '+0.09', '-0.03', '-0.06', '+0.00', '+0.00']
['+0.17', '+0.89', '+0.66', '-0.44', '+0.12', '+0.15', '+0.00', '+0.00']
['+0.30', '+0.69', '+0.55', '-0.69', '+0.24', '+0.09', '+0.00', '+0.00']
['+0.38', '+0.53', '+0.33', '-0.48', '+0.32', '+0.06', '+0.00', '+0.00']
['+0.42', '+0.41', '+0.09', '-0.33', '+0.35', '-0.01', '+0.00', '+0.00']
['+0.41', '+0.33', '-0.24', '-0.24', '+0.27', '-0.13', '+0.00', '+0.00']
['+0.34', '+0.27', '-0.38', '-0.20', '+0.12', '-0.16', '+0.00', '+0.00']
['+0.25', '+0.21', '-0.44', '-0.20', '-0.05', '-0.16', '+0.00', '+0.00']
['+0.17', '+0.15', '-0.38', '-0.18', '-0.16', '-0.07', '+0.00', '+0.00']
['+0.11', '+0.10', '-0.24', '-0.17', '-0.20', '+0.00', '+0.00', '+0.00']
['+0.08', '+0.06', '-0.07', '-0.12', '-0.17', '+0.06', '+0.00', '+0.00']
['+0.08', '+0.02', '+0.06', '-0.08', '-0.10', '+0.09', '+0.00', '+0.00']
['+0.10', '-0.00', '+0.07', '-0.07', '+0.01', '+0.24', '+1.00', '+1.00']
['+0.10', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.10', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.02', '+0.95', '+0.71', '+0.23', '-0.02', '-0.11', '+0.00', '+0.00']
['+0.15', '+0.94', '+0.64', '-0.30', '+0.11', '+0.15', '+0.00', '+0.00']
['+0.28', '+0.77', '+0.63', '-0.75', '+0.24', '+0.10', '+0.00', '+0.00']
['+0.39', '+0.58', '+0.41', '-0.51', '+0.31', '+0.04', '+0.00', '+0.00']
['+0.43', '+0.45', '+0.03', '-0.36', '+0.34', '-0.04', '+0.00', '+0.00']
['+0.41', '+0.36', '-0.21', '-0.28', '+0.26', '-0.12', '+0.00', '+0.00']
['+0.34', '+0.29', '-0.35', '-0.23', '+0.12', '-0.15', '+0.00', '+0.00']
['+0.27', '+0.22', '-0.40', '-0.21', '-0.03', '-0.13', '+0.00', '+0.00']
['+0.18', '+0.17', '-0.40', '-0.19', '-0.15', '-0.11', '+0.00', '+0.00']
['+0.11', '+0.11', '-0.26', '-0.17', '-0.21', '-0.01', '+0.00', '+0.00']
['+0.08', '+0.07', '-0.06', '-0.14', '-0.18', '+0.07', '+0.00', '+0.00']
['+0.09', '+0.03', '+0.10', '-0.11', '-0.09', '+0.11', '+0.00', '+0.00']
['+0.11', '+0.00', '+0.11', '-0.08', '+0.01', '+0.09', '+0.00', '+0.00']
['+0.12', '+0.00', '-0.01', '-0.00', '+0.01', '-0.00', '+1.00', '+1.00']
['+0.11', '+0.00', '-0.01', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.11', '+0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.11', '+0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.08', '+0.85', '-0.55', '-0.60', '-0.04', '-0.18', '+0.00', '+0.00']
['-0.19', '+0.63', '-0.45', '-0.70', '-0.19', '-0.13', '+0.00', '+0.00']
['-0.25', '+0.45', '-0.20', '-0.47', '-0.28', '-0.04', '+0.00', '+0.00']
['-0.26', '+0.34', '+0.05', '-0.32', '-0.25', '+0.08', '+0.00', '+0.00']
['-0.23', '+0.25', '+0.25', '-0.27', '-0.14', '+0.14', '+0.00', '+0.00']
['-0.17', '+0.18', '+0.31', '-0.20', '+0.00', '+0.13', '+0.00', '+0.00']
['-0.11', '+0.12', '+0.25', '-0.18', '+0.10', '+0.06', '+0.00', '+0.00']
['-0.07', '+0.07', '+0.15', '-0.15', '+0.14', '+0.01', '+0.00', '+0.00']
['-0.05', '+0.03', '+0.04', '-0.15', '+0.12', '-0.04', '+0.00', '+0.00']
['-0.05', '-0.00', '-0.01', '+0.00', '-0.04', '+0.01', '+1.00', '+1.00']
['-0.05', '-0.00', '-0.00', '+0.00', '-0.00', '+0.01', '+1.00', '+1.00']
['-0.05', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.05', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.11', '+0.81', '+0.64', '-0.76', '+0.04', '+0.19', '+0.00', '+0.00']
['+0.23', '+0.58', '+0.48', '-0.63', '+0.19', '+0.11', '+0.00', '+0.00']
['+0.30', '+0.42', '+0.26', '-0.46', '+0.28', '+0.06', '+0.00', '+0.00']
['+0.32', '+0.32', '-0.02', '-0.28', '+0.28', '-0.04', '+0.00', '+0.00']
['+0.29', '+0.25', '-0.20', '-0.21', '+0.19', '-0.11', '+0.00', '+0.00']
['+0.24', '+0.19', '-0.30', '-0.17', '+0.08', '-0.11', '+0.00', '+0.00']
['+0.17', '+0.14', '-0.36', '-0.17', '-0.05', '-0.12', '+0.00', '+0.00']
['+0.11', '+0.09', '-0.26', '-0.16', '-0.13', '-0.06', '+0.00', '+0.00']
['+0.07', '+0.05', '-0.18', '-0.14', '-0.16', '-0.00', '+0.00', '+0.00']
['+0.04', '+0.01', '-0.07', '-0.11', '-0.14', '+0.03', '+0.00', '+0.00']
['+0.04', '-0.00', '-0.02', '+0.03', '+0.01', '-0.09', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.02', '+0.90', '-0.22', '-0.42', '-0.02', '-0.11', '+0.00', '+0.00']
['-0.07', '+0.69', '-0.21', '-0.82', '-0.12', '-0.09', '+0.00', '+0.00']
['-0.09', '+0.48', '-0.03', '-0.61', '-0.14', '+0.02', '+0.00', '+0.00']
['-0.08', '+0.33', '+0.06', '-0.44', '-0.10', '+0.05', '+0.00', '+0.00']
['-0.06', '+0.22', '+0.12', '-0.32', '-0.04', '+0.06', '+0.00', '+0.00']
['-0.04', '+0.13', '+0.11', '-0.26', '+0.00', '+0.04', '+0.00', '+0.00']
['-0.02', '+0.07', '+0.10', '-0.17', '+0.05', '+0.03', '+0.00', '+0.00']
['-0.00', '+0.02', '+0.02', '-0.14', '+0.06', '-0.00', '+0.00', '+0.00']
['-0.00', '-0.00', '-0.00', '+0.04', '-0.01', '+0.14', '+1.00', '+1.00']
['-0.00', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.00', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.03', '+0.99', '+0.19', '+0.04', '+0.03', '+0.07', '+0.00', '+0.00']
['+0.07', '+0.91', '+0.19', '-0.49', '+0.11', '+0.07', '+0.00', '+0.00']
['+0.10', '+0.69', '+0.16', '-0.80', '+0.17', '+0.04', '+0.00', '+0.00']
['+0.12', '+0.49', '+0.01', '-0.59', '+0.17', '-0.04', '+0.00', '+0.00']
['+0.10', '+0.34', '-0.15', '-0.44', '+0.09', '-0.10', '+0.00', '+0.00']
['+0.06', '+0.23', '-0.23', '-0.33', '-0.02', '-0.12', '+0.00', '+0.00']
['+0.02', '+0.14', '-0.18', '-0.27', '-0.10', '-0.05', '+0.00', '+0.00']
['-0.00', '+0.07', '-0.02', '-0.20', '-0.11', '+0.03', '+0.00', '+0.00']
['+0.00', '+0.02', '+0.05', '-0.16', '-0.07', '+0.04', '+0.00', '+0.00']
['+0.01', '-0.00', '+0.02', '+0.04', '+0.02', '+0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.04', '+0.90', '+0.56', '-0.46', '-0.02', '+0.05', '+0.00', '+0.00']
['+0.15', '+0.69', '+0.49', '-0.78', '+0.15', '+0.15', '+0.00', '+0.00']
['+0.23', '+0.50', '+0.28', '-0.52', '+0.26', '+0.09', '+0.00', '+0.00']
['+0.25', '+0.37', '-0.02', '-0.39', '+0.26', '-0.06', '+0.00', '+0.00']
['+0.23', '+0.27', '-0.22', '-0.29', '+0.17', '-0.13', '+0.00', '+0.00']
['+0.18', '+0.19', '-0.25', '-0.23', '+0.06', '-0.09', '+0.00', '+0.00']
['+0.12', '+0.13', '-0.30', '-0.18', '-0.05', '-0.11', '+0.00', '+0.00']
['+0.06', '+0.08', '-0.24', '-0.16', '-0.13', '-0.05', '+0.00', '+0.00']
['+0.02', '+0.03', '-0.20', '-0.14', '-0.18', '-0.02', '+0.00', '+0.00']
['-0.00', '-0.00', '-0.07', '-0.08', '+0.03', '-0.17', '+0.00', '+1.00']
['-0.01', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '+0.94', '-0.14', '-0.28', '-0.05', '-0.06', '+0.00', '+0.00']
['-0.06', '+0.77', '-0.15', '-0.81', '-0.11', '-0.03', '+0.00', '+0.00']
['-0.07', '+0.54', '-0.02', '-0.65', '-0.11', '+0.01', '+0.00', '+0.00']
['-0.06', '+0.37', '+0.12', '-0.51', '-0.07', '+0.09', '+0.00', '+0.00']
['-0.03', '+0.25', '+0.14', '-0.37', '+0.02', '+0.06', '+0.00', '+0.00']
['-0.01', '+0.15', '+0.07', '-0.25', '+0.05', '+0.02', '+0.00', '+0.00']
['-0.01', '+0.08', '-0.05', '-0.20', '+0.04', '-0.05', '+0.00', '+0.00']
['-0.03', '+0.03', '-0.09', '-0.16', '-0.02', '-0.05', '+0.00', '+0.00']
['-0.04', '-0.00', '-0.06', '-0.04', '+0.02', '+0.13', '+1.00', '+1.00']
['-0.05', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.05', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.02', '+0.96', '-0.48', '+0.15', '+0.02', '+0.01', '+0.00', '+0.00']
['-0.11', '+0.92', '-0.44', '-0.38', '-0.14', '-0.15', '+0.00', '+0.00']
['-0.20', '+0.72', '-0.41', '-0.77', '-0.26', '-0.09', '+0.00', '+0.00']
['-0.25', '+0.52', '-0.05', '-0.59', '-0.30', '+0.05', '+0.00', '+0.00']
['-0.22', '+0.37', '+0.31', '-0.38', '-0.18', '+0.19', '+0.00', '+0.00']
['-0.15', '+0.27', '+0.41', '-0.32', '+0.02', '+0.18', '+0.00', '+0.00']
['-0.07', '+0.18', '+0.32', '-0.26', '+0.15', '+0.09', '+0.00', '+0.00']
['-0.02', '+0.11', '+0.19', '-0.23', '+0.19', '+0.00', '+0.00', '+0.00']
['+0.01', '+0.05', '+0.09', '-0.16', '+0.18', '-0.03', '+0.00', '+0.00']
['+0.02', '+0.01', '+0.03', '-0.10', '+0.12', '-0.42', '+0.00', '+1.00']
['+0.02', '-0.00', '-0.01', '+0.02', '+0.00', '-0.08', '+1.00', '+1.00']
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.09', '+0.86', '-0.62', '-0.57', '-0.03', '-0.20', '+0.00', '+0.00']
['-0.21', '+0.64', '-0.53', '-0.71', '-0.19', '-0.11', '+0.00', '+0.00']
['-0.29', '+0.47', '-0.26', '-0.46', '-0.28', '-0.08', '+0.00', '+0.00']
['-0.31', '+0.36', '+0.02', '-0.32', '-0.28', '+0.06', '+0.00', '+0.00']
['-0.28', '+0.27', '+0.26', '-0.25', '-0.18', '+0.14', '+0.00', '+0.00']
['-0.21', '+0.21', '+0.38', '-0.20', '-0.03', '+0.18', '+0.00', '+0.00']
['-0.14', '+0.14', '+0.35', '-0.20', '+0.11', '+0.11', '+0.00', '+0.00']
['-0.08', '+0.09', '+0.25', '-0.16', '+0.18', '+0.04', '+0.00', '+0.00']
['-0.03', '+0.04', '+0.12', '-0.15', '+0.19', '-0.03', '+0.00', '+0.00']
['-0.03', '+0.01', '-0.02', '-0.10', '+0.08', '-0.41', '+0.00', '+1.00']
['-0.04', '-0.00', '-0.01', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.04', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.04', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
